,mono,pdc,cdc
2353,GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_PMA_STIM_UP,GSE360_CTRL_VS_M_TUBERCULOSIS_DC_UP,GSE13522_WT_VS_IFNAR_KO_SKING_T_CRUZI_Y_STRAIN_INF_UP
2354,GSE16385_MONOCYTE_VS_12H_IFNG_TNF_TREATED_MACROPHAGE_UP,GO_ENDODERM_FORMATION,GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_UP
2355,GO_REGULATION_OF_CELLULAR_RESPONSE_TO_HEAT,GO_OXIDATIVE_PHOSPHORYLATION,GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP
2356,GSE21670_UNTREATED_VS_TGFB_TREATED_STAT3_KO_CD4_TCELL_UP,GSE22501_PERIPHERAL_BLOOD_VS_CORD_BLOOD_TREG_UP,GSE2585_AIRE_KO_VS_WT_CD80_LOW_MTEC_UP
2357,GSE11961_MEMORY_BCELL_DAY7_VS_PLASMA_CELL_DAY7_UP,GO_CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS,GO_MOVEMENT_IN_ENVIRONMENT_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION
2358,GSE2770_UNTREATED_VS_ACT_CD4_TCELL_6H_UP,GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_UP,GSE39152_SPLEEN_CD103_NEG_VS_BRAIN_CD103_POS_MEMORY_CD8_TCELL_UP
2359,GSE20198_IL12_VS_IFNA_TREATED_ACT_CD4_TCELL_UP,GSE22196_HEALTHY_VS_OBESE_MOUSE_SKIN_GAMMADELTA_TCELL_UP,GSE42724_MEMORY_BCELL_VS_PLASMABLAST_UP
2360,GO_CENTROMERE_COMPLEX_ASSEMBLY,GSE16385_ROSIGLITAZONE_IL4_VS_IFNG_TNF_STIM_MACROPHAGE_UP,GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FACTOR_IMPORT_INTO_NUCLEUS
2361,GSE9037_CTRL_VS_LPS_4H_STIM_BMDM_UP,GSE33425_CD161_INT_VS_NEG_CD8_TCELL_UP,GSE3982_EOSINOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP
2362,GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_UP,GSE14000_UNSTIM_VS_16H_LPS_DC_TRANSLATED_RNA_UP,GO_OOGENESIS
2363,GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_UP,GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_UP,GSE2585_CD80_HIGH_VS_LOW_AIRE_KO_MTEC_UP
2364,GSE3982_EFF_MEMORY_CD4_TCELL_VS_NKCELL_UP,GSE44955_MCSF_VS_MCSF_AND_IL27_STIM_MACROPHAGE_UP,GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_UP
2365,GO_THIOESTER_BIOSYNTHETIC_PROCESS,GSE24634_NAIVE_CD4_TCELL_VS_DAY3_IL4_CONV_TREG_UP,GO_HIPPOCAMPUS_DEVELOPMENT
2366,GSE2826_XID_VS_BTK_KO_BCELL_UP,GSE17721_LPS_VS_GARDIQUIMOD_0.5H_BMDC_UP,GSE5503_LIVER_DC_VS_SPLEEN_DC_ACTIVATED_ALLOGENIC_TCELL_UP
2367,GO_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS,GSE17721_CTRL_VS_CPG_0.5H_BMDC_UP,GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_DC_UP
2368,GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS,GSE34515_CD16_NEG_VS_POS_MONOCYTE_UP,GO_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE
2369,GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_UP,GO_REGULATION_OF_NOTCH_SIGNALING_PATHWAY,GO_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION
2370,GO_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,GSE3337_4H_VS_16H_IFNG_IN_CD8POS_DC_UP,GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP
2371,GSE42088_UNINF_VS_LEISHMANIA_INF_DC_4H_UP,GSE12392_WT_VS_IFNAR_KO_CD8A_NEG_SPLEEN_DC_UP,GO_FACE_DEVELOPMENT
2372,GSE12366_GC_VS_NAIVE_BCELL_UP,GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_2H_UP,GSE21670_TGFB_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_UP
2373,GSE27786_LIN_NEG_VS_CD4_TCELL_UP,GSE17974_0.5H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP,GO_ACTIVATION_OF_GTPASE_ACTIVITY
2374,GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_UP,GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_17H_UP,GO_RECEPTOR_METABOLIC_PROCESS
2375,GSE10240_CTRL_VS_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP,GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP,GO_INTERACTION_WITH_SYMBIONT
2376,GO_CRANIAL_SKELETAL_SYSTEM_DEVELOPMENT,GSE17721_12H_VS_24H_PAM3CSK4_BMDC_UP,GSE15735_2H_VS_12H_HDAC_INHIBITOR_TREATED_CD4_TCELL_UP
2377,GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP,GSE7852_TREG_VS_TCONV_FAT_UP,GO_FATTY_ACID_TRANSPORT
2378,GSE32164_RESTING_DIFFERENTIATED_VS_CMYC_INHIBITED_MACROPHAGE_UP,GSE17721_LPS_VS_PAM3CSK4_6H_BMDC_UP,GSE21546_WT_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_UP
2379,GSE40273_XBP1_KO_VS_WT_TREG_UP,GO_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION,GSE11961_FOLLICULAR_BCELL_VS_GERMINAL_CENTER_BCELL_DAY7_UP
2380,GO_ATP_DEPENDENT_CHROMATIN_REMODELING,GSE22886_TH1_VS_TH2_12H_ACT_UP,GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL6_KO_MACROPHAGE_45MIN_UP
2381,GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_UP,GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_UP,GSE3982_MAST_CELL_VS_TH2_UP
2382,GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_NOD_UP,GSE18203_CTRL_VS_INTRATUMORAL_CPG_INJ_MC38_TUMOR_UP,GO_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH
2383,GO_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_ENDONUCLEOLYTIC,GSE24574_BCL6_HIGH_TFH_VS_TFH_CD4_TCELL_UP,GO_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY
2384,GSE39820_CTRL_VS_IL1B_IL6_CD4_TCELL_UP,GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP,GSE41978_WT_VS_ID2_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP
2385,GSE14308_INDUCED_VS_NATURAL_TREG_UP,GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_UP,GO_ENDOTHELIUM_DEVELOPMENT
2386,GSE17721_CTRL_VS_POLYIC_8H_BMDC_UP,GSE5589_LPS_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP,GSE3982_NEUTROPHIL_VS_BCELL_UP
2387,GO_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,GO_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION,GSE11961_FOLLICULAR_BCELL_VS_MARGINAL_ZONE_BCELL_UP
2388,GSE5589_WT_VS_IL10_KO_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP,GSE22886_IGA_VS_IGM_MEMORY_BCELL_UP,GSE30971_WBP7_HET_VS_KO_MACROPHAGE_UP
2389,GO_REGULATION_OF_RNA_SPLICING,GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_IL7_IL4_UP,GO_COMPLEMENT_ACTIVATION
2390,GSE43863_NAIVE_VS_TFH_CD4_EFF_TCELL_D6_LCMV_UP,GSE17721_LPS_VS_POLYIC_1H_BMDC_UP,GO_CELLULAR_GLUCOSE_HOMEOSTASIS
2391,GO_ACTIN_MEDIATED_CELL_CONTRACTION,GSE35685_CD34POS_CD10NEG_CD62LPOS_VS_CD34POS_CD10POS_BONE_MARROW_UP,GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP
2392,GSE1432_CTRL_VS_IFNG_6H_MICROGLIA_UP,GSE22886_NEUTROPHIL_VS_DC_UP,GO_EMBRYONIC_DIGIT_MORPHOGENESIS
2393,GSE7852_LN_VS_FAT_TREG_UP,GSE15733_BM_VS_SPLEEN_MEMORY_CD4_TCELL_UP,GSE21678_WT_VS_FOXO1_FOXO3_KO_TREG_UP
2394,GO_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,GSE40274_FOXP3_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP,GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_NK_CELL_UP
2395,GSE45365_WT_VS_IFNAR_KO_CD11B_DC_MCMV_INFECTION_UP,GSE27291_6H_VS_7D_STIM_GAMMADELTA_TCELL_UP,GSE18281_MEDULLARY_THYMOCYTE_VS_WHOLE_MEDULLA_THYMUS_UP
2396,GO_CELLULAR_KETONE_METABOLIC_PROCESS,GSE9878_CTRL_VS_EBF_TRANSDUCED_PAX5_KO_PRO_BCELL_UP,GSE22025_UNTREATED_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP
2397,GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_UP,GSE22886_CTRL_VS_LPS_24H_DC_UP,GO_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS
2398,GSE42724_NAIVE_BCELL_VS_PLASMABLAST_UP,GSE21927_UNTREATED_VS_GMCSF_IL6_TREATED_BONE_MARROW_UP,GO_LYSOSOMAL_TRANSPORT
2399,GO_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,GSE17721_LPS_VS_GARDIQUIMOD_24H_BMDC_UP,GSE3039_ALPHABETA_CD8_TCELL_VS_B1_BCELL_UP
2400,GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_UP,GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_48H_UP,GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_24H_ACT_CD4_TCELL_UP
2401,GO_REGULATION_OF_MEMBRANE_PERMEABILITY,GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_UP,GSE17721_CTRL_VS_CPG_24H_BMDC_UP
2402,GSE22611_MUTANT_NOD2_TRANSDUCED_VS_CTRL_HEK293T_STIMULATED_WITH_MDP_6H_UP,GO_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,GSE4748_CTRL_VS_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP
2403,GO_RECOMBINATIONAL_REPAIR,GSE20727_CTRL_VS_H2O2_TREATED_DC_UP,GSE12392_WT_VS_IFNAR_KO_CD8A_NEG_SPLEEN_DC_UP
2404,GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA5_STIM_CD8_TCELL_UP,GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_CORD_BLOOD_UP,GSE40666_WT_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP
2405,GO_POSITIVE_REGULATION_OF_DNA_REPLICATION,GSE32034_UNTREATED_VS_ROSIGLIZATONE_TREATED_LY6C_HIGH_MONOCYTE_UP,GSE37416_CTRL_VS_0H_F_TULARENSIS_LVS_NEUTROPHIL_UP
2406,GSE27786_LIN_NEG_VS_ERYTHROBLAST_UP,GSE20715_0H_VS_24H_OZONE_LUNG_UP,GSE39820_IL1B_IL6_VS_IL1B_IL6_IL23A_TREATED_CD4_TCELL_UP
2407,GSE17721_0.5H_VS_8H_PAM3CSK4_BMDC_UP,GO_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,GO_SODIUM_ION_TRANSMEMBRANE_TRANSPORT
2408,GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_42H_UP,GO_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,GSE45365_BCELL_VS_CD8_TCELL_UP
2409,GO_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,GSE45365_NK_CELL_VS_CD8A_DC_UP,GO_REGULATION_OF_COAGULATION
2410,GSE20727_CTRL_VS_ROS_INHIBITOR_TREATED_DC_UP,GSE9006_TYPE_1_DIABETES_AT_DX_VS_1MONTH_POST_DX_PBMC_UP,GSE46606_UNSTIM_VS_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP
2411,GSE2585_CD80_HIGH_VS_LOW_MTEC_UP,GSE43955_1H_VS_60H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP,GO_TISSUE_MIGRATION
2412,GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_UP,GSE16522_MEMORY_VS_NAIVE_CD8_TCELL_UP,GSE24574_BCL6_LOW_TFH_VS_TCONV_CD4_TCELL_UP
2413,GSE8515_CTRL_VS_IL6_4H_STIM_MAC_UP,GSE21546_WT_VS_SAP1A_KO_DP_THYMOCYTES_UP,GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_UP
2414,GSE44649_NAIVE_VS_ACTIVATED_CD8_TCELL_UP,GSE7548_DAY7_VS_DAY28_PCC_IMMUNIZATION_CD4_TCELL_UP,GSE20715_0H_VS_24H_OZONE_LUNG_UP
2415,GSE21379_WT_VS_SAP_KO_CD4_TCELL_UP,GSE43955_TGFB_IL6_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_60H_UP,GSE9988_ANTI_TREM1_AND_LPS_VS_CTRL_TREATED_MONOCYTES_UP
2416,GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL10_KO_MACROPHAGE_45MIN_UP,GO_ERYTHROCYTE_HOMEOSTASIS,GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_KO_UP
2417,GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_UP,GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_UP,GSE42021_TCONV_PLN_VS_TREG_PRECURSORS_THYMUS_UP
2418,GO_BONE_MORPHOGENESIS,GO_REGULATION_OF_INTERLEUKIN_1_PRODUCTION,GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_UP
2419,GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_AND_IL4_STIM_UP,GSE22025_PROGESTERONE_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP,GSE2585_CD80_HIGH_VS_LOW_MTEC_UP
2420,GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_UP,GSE1432_1H_VS_24H_IFNG_MICROGLIA_UP,GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP
2421,GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_UP,GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_DC_UP,GSE21927_SPLEEN_MONOCYTE_VS_GMCSF_GCSF_BONE_MARROW_UP
2422,GSE17721_LPS_VS_PAM3CSK4_24H_BMDC_UP,GSE3982_MAST_CELL_VS_TH1_UP,GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION
2423,GSE22033_UNTREATED_VS_MRL24_TREATED_MEF_UP,GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_CD8A_DC_UP,GSE28408_LY6G_POS_VS_NEG_DC_UP
2424,GSE8621_UNSTIM_VS_LPS_PRIMED_UNSTIM_MACROPHAGE_UP,GSE21774_CD56_BRIGHT_VS_DIM_CD62L_POSITIVE_NK_CELL_UP,GSE11961_PLASMA_CELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP
2425,GO_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR,GSE23984_CTRL_VS_HYPOCALEMIC_VITAMIND_ANALOG_TCELL_UP,GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP
2426,GO_GLUTATHIONE_METABOLIC_PROCESS,GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH
2427,GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_UP,GSE17721_LPS_VS_CPG_6H_BMDC_UP,GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA5_STIM_CD8_TCELL_UP
2428,GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_UP,GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_UP,GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_2H_UP
2429,GSE17721_LPS_VS_GARDIQUIMOD_16H_BMDC_UP,GSE46242_TH1_VS_ANERGIC_TH1_CD4_TCELL_UP,GO_CELL_KILLING
2430,GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_UP,GSE17721_12H_VS_24H_GARDIQUIMOD_BMDC_UP,GSE21670_TGFB_VS_IL6_TREATED_CD4_TCELL_UP
2431,GSE25088_WT_VS_STAT6_KO_MACROPHAGE_UP,GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_UP,GSE36078_UNTREATED_VS_AD5_T425A_HEXON_INF_MOUSE_LUNG_DC_UP
2432,GSE46242_CTRL_VS_EGR2_DELETED_TH1_CD4_TCELL_UP,GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IFNG_TNF_TREATED_MACROPHAGE_UP,GSE36078_UNTREATED_VS_AD5_INF_MOUSE_LUNG_DC_UP
2433,GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_UP,GSE17721_CPG_VS_GARDIQUIMOD_6H_BMDC_UP,GO_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION
2434,GSE360_T_GONDII_VS_M_TUBERCULOSIS_DC_UP,GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_UP,GO_REGULATION_OF_NEUROLOGICAL_SYSTEM_PROCESS
2435,GSE11961_MARGINAL_ZONE_BCELL_VS_PLASMA_CELL_DAY7_UP,GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_4H_UP,GSE14308_TH2_VS_INDUCED_TREG_UP
2436,GSE17721_0.5H_VS_8H_POLYIC_BMDC_UP,GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_UP,GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP
2437,GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP,GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY7_UP,GSE3982_NKCELL_VS_TH1_UP
2438,GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_48H_UP,GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_UP,GSE4748_LPS_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP
2439,GO_ERAD_PATHWAY,GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_HET_MACROPHAGE_UP
2440,GO_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,GSE36078_WT_VS_IL1R_KO_LUNG_DC_AFTER_AD5_T425A_HEXON_INF_UP,GSE37301_MULTIPOTENT_PROGENITOR_VS_RAG2_KO_NK_CELL_UP
2441,GO_PURINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,GSE23502_BM_VS_COLON_TUMOR_MYELOID_DERIVED_SUPPRESSOR_CELL_UP,GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_40H_TSST_ACT_UP
2442,GSE14308_TH1_VS_NATURAL_TREG_UP,GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_PDC_UP
2443,GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP,GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP
2444,GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_BCELL_UP,KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_UP,GSE20500_CTRL_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_UP
2445,GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER,GSE40274_FOXP3_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP,GSE360_L_MAJOR_VS_T_GONDII_DC_UP
2446,GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_UP,GO_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY,GO_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS
2447,GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP,GO_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM,GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MDC_UP
2448,GSE17301_CTRL_VS_48H_ACD3_ACD28_STIM_CD8_TCELL_UP,GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP,GSE7460_CD8_TCELL_VS_TREG_ACT_UP
2449,GSE17721_CTRL_VS_POLYIC_4H_BMDC_UP,GO_ELECTRON_TRANSPORT_CHAIN,GSE37416_CTRL_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_UP
2450,GSE7831_CPG_VS_INFLUENZA_STIM_PDC_4H_UP,GO_PYRUVATE_METABOLIC_PROCESS,GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_UP
2451,GSE25087_FETAL_VS_ADULT_TREG_UP,GSE36009_UNSTIM_VS_LPS_STIM_NLRP10_KO_DC_UP,GSE46242_TH1_VS_ANERGIC_TH1_CD4_TCELL_UP
2452,GSE9960_GRAM_POS_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP,GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY,GSE41978_ID2_KO_AND_BIM_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP
2453,GSE25088_CTRL_VS_ROSIGLITAZONE_STIM_MACROPHAGE_UP,GO_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL,GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_UP
2454,GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP,GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_NOD_UP,GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_UP
2455,GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_17H_UP,GSE2128_CTRL_VS_MIMETOPE_NEGATIVE_SELECTION_DP_THYMOCYTE_C57BL6_UP,GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_1H_ACT_CD4_TCELL_UP
2456,GSE42021_TCONV_PLN_VS_CD24INT_TCONV_THYMUS_UP,GSE4535_BM_DERIVED_DC_VS_FOLLICULAR_DC_UP,GSE36392_TYPE_2_MYELOID_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP
2457,GSE27786_NKCELL_VS_MONO_MAC_UP,GSE12845_IGD_POS_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP,GSE32423_IL7_VS_IL7_IL4_NAIVE_CD8_TCELL_UP
2458,GO_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME,GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,GO_RESPONSE_TO_ZINC_ION
2459,GSE41867_DAY8_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP,GSE32986_CURDLAN_LOWDOSE_VS_CURDLAN_HIGHDOSE_STIM_DC_UP,GSE2706_LPS_VS_R848_AND_LPS_2H_STIM_DC_UP
2460,GSE12366_GC_VS_MEMORY_BCELL_UP,GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_UP,GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_UP
2461,GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP,GSE36392_EOSINOPHIL_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP,GSE36392_EOSINOPHIL_VS_MAC_IL25_TREATED_LUNG_UP
2462,GSE26928_EFF_MEMORY_VS_CXCR5_POS_CD4_TCELL_UP,GSE17721_CTRL_VS_LPS_24H_BMDC_UP,GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_MAC_UP
2463,GSE43863_TH1_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_UP,GSE17301_CTRL_VS_48H_IFNA2_STIM_CD8_TCELL_UP,GSE9650_NAIVE_VS_MEMORY_CD8_TCELL_UP
2464,GSE19923_E2A_KO_VS_E2A_AND_HEB_KO_DP_THYMOCYTE_UP,GSE17974_0H_VS_2H_IN_VITRO_ACT_CD4_TCELL_UP,GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_UP
2465,GO_PEPTIDYL_PROLINE_MODIFICATION,GSE29949_CD8_NEG_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_UP,GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP
2466,GO_PROTEIN_TRANSMEMBRANE_TRANSPORT,GSE40274_LEF1_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP,GSE41867_DAY6_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP
2467,GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_0.8H_UP,GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_UP
2468,GSE41867_NAIVE_VS_EFFECTOR_CD8_TCELL_UP,GO_TISSUE_REGENERATION,GO_PROTEIN_N_LINKED_GLYCOSYLATION
