,b,t
2011,GSE22589_HEALTHY_VS_HIV_AND_SIV_INFECTED_DC_UP,GSE29615_CTRL_VS_LAIV_FLU_VACCINE_PBMC_UP
2012,GSE19401_PAM2CSK4_VS_RETINOIC_ACID_STIM_FOLLICULAR_DC_UP,GSE7460_TREG_VS_TCONV_ACT_UP
2013,GSE20198_IL12_IL18_VS_IFNA_TREATED_ACT_CD4_TCELL_UP,GSE26030_TH1_VS_TH17_DAY5_POST_POLARIZATION_UP
2014,GO_POSITIVE_REGULATION_OF_CALCIUM_ION_IMPORT,GSE16385_ROSIGLITAZONE_IL4_VS_ROSIGLITAZONE_ALONE_STIM_MACROPHAGE_UP
2015,GO_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS,GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_CD8_TCELL_UP
2016,GSE5503_MLN_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_UP,GSE22886_CTRL_VS_LPS_24H_DC_UP
2017,GO_HISTONE_METHYLATION,GSE9650_GP33_VS_GP276_LCMV_SPECIFIC_EXHAUSTED_CD8_TCELL_UP
2018,GO_POSITIVE_REGULATION_OF_CELL_CYCLE_ARREST,GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_UP
2019,GSE26351_UNSTIM_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_UP,GSE32034_LY6C_HIGH_VS_LOW_ROSIGLIZATONE_TREATED_MONOCYTE_UP
2020,GSE14308_TH2_VS_TH17_UP,GSE17721_CPG_VS_GARDIQUIMOD_6H_BMDC_UP
2021,GSE20727_CTRL_VS_DNFB_ALLERGEN_TREATED_DC_UP,GSE11961_FOLLICULAR_BCELL_VS_MARGINAL_ZONE_BCELL_UP
2022,GSE369_SOCS3_KO_VS_WT_LIVER_POST_IL6_INJECTION_UP,GSE41978_KLRG1_HIGH_VS_LOW_EFFECTOR_CD8_TCELL_UP
2023,GSE7219_WT_VS_NIK_NFKB2_KO_LPS_AND_ANTI_CD40_STIM_DC_UP,GSE19401_RETINOIC_ACID_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_UP
2024,GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_UP,GO_CHONDROCYTE_DIFFERENTIATION
2025,GO_PROTEIN_MONOUBIQUITINATION,GSE12845_IGD_POS_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP
2026,GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_AND_IL4_STIM_UP,GO_LYMPHOCYTE_HOMEOSTASIS
2027,GSE14308_TH1_VS_INDUCED_TREG_UP,GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_UP
2028,GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS
2029,GSE17721_CTRL_VS_POLYIC_0.5H_BMDC_UP,GO_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS
2030,GO_REGULATION_OF_MEMBRANE_PERMEABILITY,GSE3982_DC_VS_NKCELL_UP
2031,GSE3982_EFF_MEMORY_VS_CENT_MEMORY_CD4_TCELL_UP,GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY
2032,GSE17721_LPS_VS_POLYIC_24H_BMDC_UP,GSE360_DC_VS_MAC_M_TUBERCULOSIS_UP
2033,GSE17721_0.5H_VS_12H_PAM3CSK4_BMDC_UP,GSE24574_NAIVE_VS_TCONV_CD4_TCELL_UP
2034,GSE14308_TH1_VS_NATURAL_TREG_UP,GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MONOCYTE_UP
2035,GSE17721_0.5H_VS_12H_GARDIQUIMOD_BMDC_UP,GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_UP
2036,GSE36826_NORMAL_VS_STAPH_AUREUS_INF_SKIN_UP,GSE2405_0H_VS_12H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP
2037,GSE17721_CTRL_VS_PAM3CSK4_6H_BMDC_UP,GSE2585_THYMIC_DC_VS_MTEC_UP
2038,GSE27786_LSK_VS_MONO_MAC_UP,GO_NEGATIVE_REGULATION_OF_OSSIFICATION
2039,GO_REGULATION_OF_VIRAL_TRANSCRIPTION,GSE43955_1H_VS_42H_ACT_CD4_TCELL_UP
2040,GO_BETA_CATENIN_TCF_COMPLEX_ASSEMBLY,GSE15930_STIM_VS_STIM_AND_IFNAB_72H_CD8_T_CELL_UP
2041,GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,GSE41867_NAIVE_VS_DAY6_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP
2042,GSE19888_CTRL_VS_A3R_INHIBITOR_TREATED_MAST_CELL_UP,GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_3H_UP
2043,GSE17721_CTRL_VS_LPS_6H_BMDC_UP,GSE41867_NAIVE_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP
2044,GSE17721_LPS_VS_CPG_1H_BMDC_UP,GO_LEUKOCYTE_HOMEOSTASIS
2045,GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_UP,GSE17721_CPG_VS_GARDIQUIMOD_12H_BMDC_UP
2046,GO_LIMBIC_SYSTEM_DEVELOPMENT,GO_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION
2047,GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_UP,GSE20500_RETINOIC_ACID_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_UP
2048,GSE17721_LPS_VS_POLYIC_16H_BMDC_UP,GO_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION
2049,GSE37533_PPARG2_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_UP,GO_POSITIVE_REGULATION_OF_CELL_KILLING
2050,GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_WITH_IFNA_STIM_UP,GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_IL12_CD8_TCELL_UP
2051,GSE339_CD4POS_VS_CD4CD8DN_DC_UP,GSE360_L_MAJOR_VS_M_TUBERCULOSIS_MAC_UP
2052,GO_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH,GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_IFNG_DERIVED_MACROPHAGE_UP
2053,GSE13484_12H_VS_3H_YF17D_VACCINE_STIM_PBMC_UP,GO_MOVEMENT_IN_ENVIRONMENT_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION
2054,GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP,GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_UP
2055,GSE19888_CTRL_VS_A3R_ACT_TREATED_MAST_CELL_PRETREATED_WITH_A3R_INH_UP,GSE40274_LEF1_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP
2056,GO_TRANSLATIONAL_TERMINATION,GSE16385_ROSIGLITAZONE_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_UP
2057,GSE12845_IGD_NEG_BLOOD_VS_PRE_GC_TONSIL_BCELL_UP,GSE22140_GERMFREE_VS_SPF_MOUSE_CD4_TCELL_UP
2058,GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_LN_UP,GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL6_KO_MACROPHAGE_180MIN_UP
2059,GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_UP,GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_IFNAR_KO_UP
2060,GSE42724_MEMORY_VS_B1_BCELL_UP,GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_UP
2061,GSE19923_E2A_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_UP,GO_VASCULOGENESIS
2062,GSE37301_HEMATOPOIETIC_STEM_CELL_VS_COMMON_LYMPHOID_PROGENITOR_UP,GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_4H_UP
2063,GSE25088_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP,GSE27786_BCELL_VS_NKCELL_UP
2064,GSE37301_LYMPHOID_PRIMED_MPP_VS_RAG2_KO_NK_CELL_UP,GSE9006_1MONTH_VS_4MONTH_POST_TYPE_1_DIABETES_DX_PBMC_UP
2065,GO_EXECUTION_PHASE_OF_APOPTOSIS,GSE44649_WT_VS_MIR155_KO_ACTIVATED_CD8_TCELL_UP
2066,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,GO_REGULATION_OF_ERBB_SIGNALING_PATHWAY
2067,GSE12198_NK_VS_NK_ACT_EXPANSION_SYSTEM_DERIVED_NK_CELL_UP,GSE19888_ADENOSINE_A3R_INH_VS_TCELL_MEMBRANES_ACT_MAST_CELL_UP
2068,GO_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,GSE7460_FOXP3_MUT_VS_HET_ACT_TCONV_UP
2069,GSE12392_WT_VS_IFNB_KO_CD8A_POS_SPLEEN_DC_UP,GO_REGULATION_OF_JUN_KINASE_ACTIVITY
2070,GSE20500_CTRL_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_UP,GO_AMMONIUM_TRANSPORT
2071,GSE7400_CTRL_VS_CSF3_IN_VIVO_TREATED_PBMC_UP,GO_MYOTUBE_DIFFERENTIATION
2072,GSE369_SOCS3_KO_VS_IFNG_KO_LIVER_UP,GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_4H_UP
2073,GO_HIPPOCAMPUS_DEVELOPMENT,GSE41867_DAY6_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP
2074,GO_PEPTIDYL_PROLINE_MODIFICATION,GSE360_CTRL_VS_T_GONDII_DC_UP
2075,GO_REGULATION_OF_SISTER_CHROMATID_SEGREGATION,GO_REGULATION_OF_CHEMOKINE_PRODUCTION
2076,GSE17721_0.5H_VS_12H_POLYIC_BMDC_UP,GSE3982_EOSINOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP
2077,GSE17721_PAM3CSK4_VS_CPG_6H_BMDC_UP,GSE369_PRE_VS_POST_IL6_INJECTION_IFNG_WT_LIVER_UP
2078,GSE11961_MEMORY_BCELL_DAY7_VS_MEMORY_BCELL_DAY40_UP,GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_UP
2079,GSE15930_STIM_VS_STIM_AND_IL12_48H_CD8_T_CELL_UP,GSE21774_CD62L_POS_CD56_DIM_VS_CD62L_NEG_CD56_DIM_NK_CELL_UP
2080,GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_CORD_BLOOD_UP,GO_NEPHRON_EPITHELIUM_DEVELOPMENT
2081,GSE21360_SECONDARY_VS_TERTIARY_MEMORY_CD8_TCELL_UP,GSE26890_CXCR1_NEG_VS_POS_EFFECTOR_CD8_TCELL_UP
2082,GSE16385_MONOCYTE_VS_12H_IFNG_TNF_TREATED_MACROPHAGE_UP,GO_AMINOGLYCAN_CATABOLIC_PROCESS
2083,GSE21033_CTRL_VS_POLYIC_STIM_DC_3H_UP,GSE13522_WT_VS_IFNAR_KO_SKIN_UP
2084,GO_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,GSE19825_NAIVE_VS_IL2RAHIGH_DAY3_EFF_CD8_TCELL_UP
2085,GO_REGULATION_OF_CHROMOSOME_SEGREGATION,GSE30083_SP1_VS_SP2_THYMOCYTE_UP
2086,GSE22886_UNSTIM_VS_STIM_MEMORY_TCELL_UP,GSE29618_PDC_VS_MDC_UP
2087,GSE1432_6H_VS_24H_IFNG_MICROGLIA_UP,GSE42021_TREG_PLN_VS_CD24HI_TREG_THYMUS_UP
2088,GSE17721_CTRL_VS_POLYIC_1H_BMDC_UP,GSE42724_NAIVE_VS_B1_BCELL_UP
2089,GSE17721_LPS_VS_GARDIQUIMOD_24H_BMDC_UP,GSE7568_CTRL_VS_24H_TGFB_TREATED_MACROPHAGES_WITH_IL4_AND_DEXAMETHASONE_UP
2090,GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP,GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION
2091,GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_UP,GSE5679_PPARG_LIGAND_ROSIGLITAZONE_VS_ROSIGLITAZONE_AND_RARA_AGONIST_AM580_TREATED_DC_UP
2092,GSE29949_DC_BRAIN_VS_MONOCYTE_BONE_MARROW_UP,GSE27786_NKCELL_VS_NKTCELL_UP
2093,GSE27786_CD4_TCELL_VS_NEUTROPHIL_UP,GSE3994_WT_VS_PAC1_KO_ACTIVATED_MAST_CELL_UP
2094,GO_REGULATION_OF_DNA_RECOMBINATION,GO_REGULATION_OF_FIBROBLAST_PROLIFERATION
2095,GSE16522_MEMORY_VS_NAIVE_CD8_TCELL_UP,GSE3203_INFLUENZA_INF_VS_IFNB_TREATED_LN_BCELL_UP
2096,GSE22886_NAIVE_CD4_TCELL_VS_NKCELL_UP,GSE2128_C57BL6_VS_NOD_CD4CD8_DP_THYMOCYTE_UP
2097,GSE43863_NAIVE_VS_TH1_EFF_CD4_TCELL_D6_LCMV_UP,GO_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION
2098,GSE41867_NAIVE_VS_DAY8_LCMV_EFFECTOR_CD8_TCELL_UP,GSE5099_DAY3_VS_DAY7_MCSF_TREATED_MACROPHAGE_UP
2099,GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY3_UP,GSE3982_EOSINOPHIL_VS_BASOPHIL_UP
2100,GO_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_UP
2101,GSE8685_IL2_STARVED_VS_IL2_ACT_IL2_STARVED_CD4_TCELL_UP,GO_CRANIAL_SKELETAL_SYSTEM_DEVELOPMENT
2102,GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_UP,GSE22935_UNSTIM_VS_24H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP
2103,GSE339_EX_VIVO_VS_IN_CULTURE_CD4POS_DC_UP,GO_JNK_CASCADE
2104,GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_UP,GSE17721_LPS_VS_GARDIQUIMOD_16H_BMDC_UP
2105,GSE17721_PAM3CSK4_VS_CPG_24H_BMDC_UP,GSE22886_DAY1_VS_DAY7_MONOCYTE_IN_CULTURE_UP
2106,GSE16385_ROSIGLITAZONE_IL4_VS_IFNG_TNF_STIM_MACROPHAGE_UP,GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY15_EFFECTOR_CD8_TCELL_UP
2107,GSE11961_MARGINAL_ZONE_BCELL_VS_PLASMA_CELL_DAY7_UP,GO_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION
2108,GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_2H_UP,GSE8685_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_UP
2109,GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP,GSE24671_CTRL_VS_BAKIMULC_INFECTED_MOUSE_SPLENOCYTES_UP
2110,GO_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS,GSE22140_HEALTHY_VS_ARTHRITIC_MOUSE_CD4_TCELL_UP
2111,GO_MACROMOLECULE_DEACYLATION,GSE34515_CD16_NEG_MONOCYTE_VS_DC_UP
2112,GSE43863_TFH_VS_LY6C_INT_CXCR5POS_EFFECTOR_CD4_TCELL_UP,GO_CELLULAR_RESPONSE_TO_DRUG
2113,GSE11924_TH1_VS_TH2_CD4_TCELL_UP,GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_UP
2114,GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_KO_MACROPHAGE_UP,GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_UP
2115,GSE12392_WT_VS_IFNB_KO_CD8A_NEG_SPLEEN_DC_UP,GO_RESPONSE_TO_FUNGUS
2116,GSE339_CD8POS_VS_CD4CD8DN_DC_UP,GO_RIBOSOME_ASSEMBLY
2117,GSE22432_CONVENTIONAL_CDC_VS_PLASMACYTOID_PDC_UP,GSE45365_NK_CELL_VS_BCELL_UP
2118,GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP,GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC
2119,GSE360_CTRL_VS_L_MAJOR_MAC_UP,GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_CTRL_CD4_TCELL_UP
2120,GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP,GO_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS
2121,GO_POSITIVE_REGULATION_OF_CHROMATIN_MODIFICATION,GSE2585_CTEC_VS_THYMIC_DC_UP
2122,GSE3039_ALPHAALPHA_VS_ALPHABETA_CD8_TCELL_UP,GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_UP
2123,GO_PHOSPHOLIPID_TRANSPORT,GSE3982_NEUTROPHIL_VS_TH2_UP
2124,GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_UP,GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP
2125,GO_G1_DNA_DAMAGE_CHECKPOINT,GSE17721_LPS_VS_PAM3CSK4_24H_BMDC_UP
2126,GSE35543_IN_VITRO_ITREG_VS_CONVERTED_EX_ITREG_UP,GSE21063_WT_VS_NFATC1_KO_16H_ANTI_IGM_STIM_BCELL_UP
2127,GSE45881_CXCR6HI_VS_CXCR1LO_COLONIC_LAMINA_PROPRIA_UP,GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP
2128,GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_UP,GSE41867_NAIVE_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP
2129,GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_MAC_UP,GSE23321_CD8_STEM_CELL_MEMORY_VS_CENTRAL_MEMORY_CD8_TCELL_UP
2130,GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_RAG2_KO_NK_CELL_UP,GSE11973_MIR223_KOVS_WT_BONE_MARROW_NEUTROPHIL_UP
2131,GSE29949_CD8_NEG_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_UP,GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH
2132,GSE7460_CD8_TCELL_VS_TREG_ACT_UP,GSE43955_10H_VS_30H_ACT_CD4_TCELL_UP
2133,GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_UP,GO_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT
2134,GSE17721_LPS_VS_POLYIC_8H_BMDC_UP,GSE22589_HEALTHY_VS_SIV_INFECTED_DC_UP
2135,GSE6674_UNSTIM_VS_ANTI_IGM_AND_CPG_STIM_BCELL_UP,GSE17721_POLYIC_VS_GARDIQUIMOD_16H_BMDC_UP
2136,GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IL4_TREATED_MACROPHAGE_UP,GO_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING
2137,GSE43863_TH1_VS_LY6C_INT_CXCR5POS_EFFECTOR_CD4_TCELL_UP,GO_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
2138,GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UP,GO_NEGATIVE_REGULATION_OF_CYTOKINE_SECRETION
2139,GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_IKAROS_KO_UP,GSE21360_NAIVE_VS_QUATERNARY_MEMORY_CD8_TCELL_UP
2140,GO_RNA_3_END_PROCESSING,GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_6H_UP
2141,GO_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION,GSE36392_EOSINOPHIL_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP
2142,GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_NKTCELL_UP,GO_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION
2143,GSE26669_CD4_VS_CD8_TCELL_IN_MLR_COSTIM_BLOCK_UP,GO_REGULATION_OF_MAST_CELL_ACTIVATION
2144,GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_KO_UP,GSE40184_HEALTHY_VS_HCV_INFECTED_DONOR_PBMC_UP
2145,GO_AEROBIC_RESPIRATION,GSE9037_CTRL_VS_LPS_4H_STIM_BMDM_UP
2146,GSE27786_LIN_NEG_VS_MONO_MAC_UP,GSE13522_WT_VS_IFNAR_KO_SKING_T_CRUZI_Y_STRAIN_INF_UP
2147,GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_72H_CD8_T_CELL_UP,GSE18804_SPLEEN_MACROPHAGE_VS_COLON_TUMORAL_MACROPHAGE_UP
2148,GO_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,GSE7852_TREG_VS_TCONV_THYMUS_UP
2149,GSE13484_3H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP,GSE22443_NAIVE_VS_ACT_AND_IL2_TREATED_CD8_TCELL_UP
2150,GSE3691_IFN_PRODUCING_KILLER_DC_VS_CONVENTIONAL_DC_SPLEEN_UP,GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_17H_UP
2151,GSE27786_NKTCELL_VS_NEUTROPHIL_UP,GSE20727_ROS_INH_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_UP
2152,GSE17721_CTRL_VS_POLYIC_4H_BMDC_UP,GSE36078_UNTREATED_VS_AD5_INF_MOUSE_LUNG_DC_UP
2153,GO_ORGAN_REGENERATION,GSE11961_FOLLICULAR_BCELL_VS_MEMORY_BCELL_DAY7_UP
2154,GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_UP,GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_UP
2155,GSE14769_20MIN_VS_360MIN_LPS_BMDM_UP,GSE15733_BM_VS_SPLEEN_MEMORY_CD4_TCELL_UP
2156,GSE26912_TUMORICIDAL_VS_CTRL_MACROPHAGE_UP,GSE9960_HEALTHY_VS_GRAM_NEG_SEPSIS_PBMC_UP
2157,GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNAR_KO_UP,GSE5589_LPS_VS_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_UP
2158,GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_LPS_STIM_UP,GSE411_UNSTIM_VS_100MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_UP
2159,GO_SPLICEOSOMAL_COMPLEX_ASSEMBLY,GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_40H_TSST_ACT_UP
2160,GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_UP,GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_UP
2161,GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_UP,GSE20715_0H_VS_48H_OZONE_TLR4_KO_LUNG_UP
2162,GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP,GSE360_DC_VS_MAC_UP
2163,GSE369_SOCS3_KO_VS_WT_LIVER_UP,GSE19923_WT_VS_HEB_KO_DP_THYMOCYTE_UP
2164,GSE27786_LIN_NEG_VS_NKCELL_UP,GSE24972_MARGINAL_ZONE_BCELL_VS_FOLLICULAR_BCELL_IRF8_KO_UP
2165,GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_YOUNG_UP,GSE9239_CTRL_VS_TNF_INHIBITOR_TREATED_DC_UP
2166,GSE26727_WT_VS_KLF2_KO_LPS_STIM_MACROPHAGE_UP,GSE28726_NAIVE_VS_ACTIVATED_NKTCELL_UP
2167,GSE27786_CD4_TCELL_VS_MONO_MAC_UP,GSE9006_TYPE_1_DIABETES_AT_DX_VS_4MONTH_POST_DX_PBMC_UP
2168,GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP,GSE19888_ADENOSINE_A3R_ACT_VS_TCELL_MEMBRANES_ACT_IN_MAST_CELL_UP
2169,GSE14000_TRANSLATED_RNA_VS_MRNA_DC_UP,GSE27670_CTRL_VS_BLIMP1_TRANSDUCED_GC_BCELL_UP
2170,GO_PYRUVATE_METABOLIC_PROCESS,GSE22432_MULTIPOTENT_PROGENITOR_VS_CDC_UP
2171,GO_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT,GSE3982_MEMORY_CD4_TCELL_VS_TH2_UP
2172,GSE9601_NFKB_INHIBITOR_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_UP,GSE22886_NEUTROPHIL_VS_DC_UP
2173,GSE23925_DARK_ZONE_VS_NAIVE_BCELL_UP,GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS
2174,GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GO_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT
2175,GSE41867_NAIVE_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP,GSE2826_WT_VS_XID_BCELL_UP
2176,GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL,GSE23321_CENTRAL_MEMORY_VS_NAIVE_CD8_TCELL_UP
2177,GSE42021_CD24HI_VS_CD24LOW_TCONV_THYMUS_UP,GSE6875_WT_VS_FOXP3_KO_TREG_UP
2178,GO_REGULATION_OF_HISTONE_METHYLATION,GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_IL7_IL4_UP
2179,GSE27786_CD8_TCELL_VS_NEUTROPHIL_UP,GSE19941_UNSTIM_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_UP
2180,GSE17721_0.5H_VS_24H_PAM3CSK4_BMDC_UP,GSE22432_MULTIPOTENT_PROGENITOR_VS_PDC_UP
2181,GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA5_STIM_CD8_TCELL_UP,GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_UP
2182,GSE31082_DN_VS_CD8_SP_THYMOCYTE_UP,GSE36009_UNSTIM_VS_LPS_STIM_DC_UP
