,b,t,mono
2479,GSE11057_CD4_CENT_MEM_VS_PBMC_UP,GO_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,GSE7852_LN_VS_FAT_TCONV_UP
2480,GO_REGULATION_OF_INTERLEUKIN_1_PRODUCTION,GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_UP,GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4_KO_BCELL_UP
2481,GO_REGULATION_OF_MAST_CELL_ACTIVATION,GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_UP,GSE37301_MULTIPOTENT_PROGENITOR_VS_PRO_BCELL_UP
2482,GSE3982_EOSINOPHIL_VS_BCELL_UP,GSE43955_10H_VS_60H_ACT_CD4_TCELL_UP,GO_MULTI_ORGANISM_LOCALIZATION
2483,GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_UP,GO_REGULATION_OF_MUSCLE_ADAPTATION,GSE14000_TRANSLATED_RNA_VS_MRNA_DC_UP
2484,GSE17322_CD103_POS_VS_CD11B_HIGH_LUNG_DC_UP,GO_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_UP
2485,GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_BCELL_UP,GSE40273_EOS_KO_VS_WT_TREG_UP,GO_PALATE_DEVELOPMENT
2486,GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_DC_UP,GO_GLUTATHIONE_METABOLIC_PROCESS,GSE21670_TGFB_VS_IL6_TREATED_CD4_TCELL_UP
2487,GO_GLIAL_CELL_DEVELOPMENT,GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS
2488,GSE7460_CD8_TCELL_VS_CD4_TCELL_ACT_UP,GSE12366_GC_VS_MEMORY_BCELL_UP,GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_UP
2489,GSE1925_CTRL_VS_24H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_UP,GSE17721_POLYIC_VS_GARDIQUIMOD_16H_BMDC_UP,GSE10239_MEMORY_VS_KLRG1INT_EFF_CD8_TCELL_UP
2490,GO_MONOSACCHARIDE_CATABOLIC_PROCESS,GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_UP,GSE21063_3H_VS_16H_ANTI_IGM_STIM_BCELL_UP
2491,GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_48H_UP,GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION,GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_UP
2492,GSE16385_UNTREATED_VS_12H_IL4_TREATED_MACROPHAGE_UP,GO_INSULIN_RECEPTOR_SIGNALING_PATHWAY,GSE29164_DAY3_VS_DAY7_UNTREATED_MELANOMA_UP
2493,GSE5589_UNSTIM_VS_45MIN_LPS_STIM_MACROPHAGE_UP,GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDC_UP,GSE22601_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP
2494,GSE25123_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP,GSE22501_PERIPHERAL_BLOOD_VS_CORD_BLOOD_TREG_UP,GSE14350_TREG_VS_TEFF_UP
2495,GSE16385_ROSIGLITAZONE_IL4_VS_IFNG_TNF_STIM_MACROPHAGE_UP,GSE26343_UNSTIM_VS_LPS_STIM_MACROPHAGE_UP,GSE11924_TH1_VS_TH17_CD4_TCELL_UP
2496,GO_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,GSE7852_TREG_VS_TCONV_FAT_UP,GO_REGULATION_OF_CILIUM_ASSEMBLY
2497,GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_2H_UP,GO_AMMONIUM_TRANSPORT,GSE2124_CTRL_VS_LYMPHOTOXIN_BETA_TREATED_MLN_UP
2498,GSE411_100MIN_VS_400MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_UP,GSE17721_12H_VS_24H_PAM3CSK4_BMDC_UP,GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_UP
2499,GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_6H_UP,GSE369_PRE_VS_POST_IL6_INJECTION_IFNG_KO_LIVER_UP,GSE11864_CSF1_PAM3CYS_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP
2500,GO_NATURAL_KILLER_CELL_ACTIVATION,GO_REGULATION_OF_TISSUE_REMODELING,GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MDC_UP
2501,GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_UP,GO_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,GSE45365_NK_CELL_VS_CD11B_DC_UP
2502,GO_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS,GSE43955_1H_VS_60H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP,GSE13485_CTRL_VS_DAY3_YF17D_VACCINE_PBMC_UP
2503,GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_UP,GSE17721_CTRL_VS_PAM3CSK4_12H_BMDC_UP,GSE38304_MYC_NEG_VS_POS_GC_BCELL_UP
2504,GSE34515_CD16_POS_MONOCYTE_VS_DC_UP,GSE14000_4H_VS_16H_LPS_DC_UP,GSE12198_LOW_IL2_STIM_NK_CELL_VS_HIGH_IL2_STIM_NK_CELL_UP
2505,GSE42021_TCONV_PLN_VS_CD24HI_TCONV_THYMUS_UP,GO_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,GSE27291_0H_VS_6H_STIM_GAMMADELTA_TCELL_UP
2506,GSE3982_DC_VS_BCELL_UP,GSE37416_CTRL_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_UP,GO_ATP_DEPENDENT_CHROMATIN_REMODELING
2507,GO_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_UP,GSE39820_IL1B_IL6_VS_IL1B_IL6_IL23A_TREATED_CD4_TCELL_UP
2508,GSE14769_UNSTIM_VS_360MIN_LPS_BMDM_UP,GSE27670_CTRL_VS_BLIMP1_TRANSDUCED_GC_BCELL_UP,GO_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION
2509,GSE17721_LPS_VS_PAM3CSK4_16H_BMDC_UP,GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_10MIN_UP,GO_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY
2510,GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP,GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_UP,GO_RNA_METHYLATION
2511,GSE17721_PAM3CSK4_VS_CPG_12H_BMDC_UP,GSE17186_BLOOD_VS_CORD_BLOOD_NAIVE_BCELL_UP,GO_TRANSMISSION_OF_NERVE_IMPULSE
2512,GSE43863_TH1_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_UP,GSE7852_TREG_VS_TCONV_LN_UP,GO_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY
2513,GSE15330_HSC_VS_PRO_BCELL_UP,GO_REGULATION_OF_NITRIC_OXIDE_BIOSYNTHETIC_PROCESS,GSE15659_TREG_VS_TCONV_UP
2514,GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_MAC_UP,GSE1432_6H_VS_24H_IFNG_MICROGLIA_UP,GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_UP
2515,GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_1MONTH_POST_DX_UP,GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,GSE21379_WT_VS_SAP_KO_CD4_TCELL_UP
2516,GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IL4_TREATED_MACROPHAGE_UP,GSE46242_TH1_VS_ANERGIC_TH1_CD4_TCELL_WITH_EGR2_DELETED_UP,GSE2706_R848_VS_LPS_2H_STIM_DC_UP
2517,GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_UP,GSE11864_UNTREATED_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP,GSE43863_NAIVE_VS_LY6C_INT_CXCR5POS_CD4_EFF_TCELL_D6_LCMV_UP
2518,GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_UP,GSE21927_C26GM_VS_4T1_TUMOR_MONOCYTE_BALBC_UP,GSE39820_CTRL_VS_TGFBETA1_IL6_IL23A_CD4_TCELL_UP
2519,GSE16522_MEMORY_VS_NAIVE_CD8_TCELL_UP,GSE42021_TREG_VS_TCONV_PLN_UP,GSE12198_CTRL_VS_HIGH_IL2_STIM_NK_CELL_UP
2520,GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_6H_UP,GSE9316_IL6_KO_VS_IFNG_KO_INVIVO_EXPANDED_CD4_TCELL_UP,GSE14769_UNSTIM_VS_20MIN_LPS_BMDM_UP
2521,GO_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_UP,GSE11961_MEMORY_BCELL_DAY40_VS_GERMINAL_CENTER_BCELL_DAY40_UP
2522,GSE20727_CTRL_VS_DNFB_ALLERGEN_TREATED_DC_UP,GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_UP,GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_UP
2523,GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_CORD_BLOOD_UP,GO_ACUTE_INFLAMMATORY_RESPONSE,GO_HISTONE_H4_ACETYLATION
2524,GSE40274_FOXP3_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP,GSE14350_IL2RB_KO_VS_WT_TEFF_UP,GSE45365_HEALTHY_VS_MCMV_INFECTION_BCELL_IFNAR_KO_UP
2525,GSE6674_PL2_3_VS_ANTI_IGM_AND_CPG_STIM_BCELL_UP,GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,GO_SPLICEOSOMAL_COMPLEX_ASSEMBLY
2526,GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,GSE10273_HIGH_VS_LOW_IL7_TREATED_IRF4_8_NULL_PRE_BCELL_UP,GSE27786_BCELL_VS_NEUTROPHIL_UP
2527,GSE28726_NAIVE_VS_ACTIVATED_VA24NEG_NKTCELL_UP,GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_UP,GO_NEGATIVE_REGULATION_OF_CELL_DIVISION
2528,GSE21927_BALBC_VS_C57BL6_MONOCYTE_TUMOR_UP,GSE43955_1H_VS_20H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP,GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP
2529,GSE42021_CD24INT_TREG_VS_CD24INT_TCONV_THYMUS_UP,GSE17721_POLYIC_VS_CPG_24H_BMDC_UP,GO_DNA_REPLICATION_INDEPENDENT_NUCLEOSOME_ORGANIZATION
2530,GSE3982_BASOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP,GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_UP,GSE21546_ELK1_KO_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_UP
2531,GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_DC_UP,GSE2706_2H_VS_8H_R848_AND_LPS_STIM_DC_UP,GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_UP
2532,GSE22886_CTRL_VS_LPS_24H_DC_UP,GSE25087_TREG_VS_TCONV_ADULT_UP,GO_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH
2533,GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDC_UP,GSE3982_EOSINOPHIL_VS_BCELL_UP,GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_UP
2534,GO_RESPONSE_TO_FUNGUS,GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA2_STIM_CD8_TCELL_UP,GO_MEIOTIC_CHROMOSOME_SEGREGATION
2535,GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_2H_CD4_TCELL_UP,GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_UP,GO_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION
2536,GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_MAC_UP,GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_UP,GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP
2537,GSE41867_NAIVE_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP,GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_4MONTH_POST_DX_UP,GSE13485_DAY1_VS_DAY3_YF17D_VACCINE_PBMC_UP
2538,GO_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS,GSE21927_SPLEEN_VS_4T1_TUMOR_MONOCYTE_BALBC_UP,GO_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR
2539,GSE36009_WT_VS_NLRP10_KO_DC_LPS_STIM_UP,GSE16385_ROSIGLITAZONE_VS_UNTREATED_IFNG_TNF_STIM_MACROPHAGE_UP,GSE41867_DAY6_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP
2540,GO_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT,GSE11864_CSF1_IFNG_VS_CSF1_PAM3CYS_IN_MAC_UP,GSE9960_GRAM_NEG_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP
2541,GSE17301_IFNA2_VS_IFNA5_STIM_ACD3_ACD28_ACT_CD8_TCELL_UP,GSE15215_CD2_POS_VS_NEG_PDC_UP,GSE17301_CTRL_VS_48H_IFNA2_STIM_CD8_TCELL_UP
2542,GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_UP,GSE43955_1H_VS_60H_ACT_CD4_TCELL_UP,GSE30962_ACUTE_VS_CHRONIC_LCMV_PRIMARY_INF_CD8_TCELL_UP
2543,GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_UP,GO_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP
2544,GSE17721_LPS_VS_PAM3CSK4_8H_BMDC_UP,GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP,GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP
2545,GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_UP,GSE3982_NEUTROPHIL_VS_TH1_UP,GSE4142_NAIVE_VS_MEMORY_BCELL_UP
2546,GO_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS,GSE45365_WT_VS_IFNAR_KO_CD8A_DC_MCMV_INFECTION_UP,GO_DNA_STRAND_ELONGATION
2547,GSE5542_IFNG_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_6H_UP,GSE26488_CTRL_VS_PEPTIDE_INJECTION_HDAC7_DELTAP_TG_OT2_THYMOCYTE_UP,GSE41867_DAY8_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP
2548,GO_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,GSE21670_STAT3_KO_VS_WT_CD4_TCELL_UP,GSE9037_WT_VS_IRAK4_KO_LPS_1H_STIM_BMDM_UP
2549,GSE5679_PPARG_LIGAND_ROSIGLITAZONE_VS_ROSIGLITAZONE_AND_RARA_AGONIST_AM580_TREATED_DC_UP,GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_10H_UP,GSE27786_LSK_VS_NEUTROPHIL_UP
2550,GSE4535_BM_DERIVED_DC_VS_FOLLICULAR_DC_UP,GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_CD8A_DC_UP,GSE23505_IL6_IL1_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP
2551,GSE360_CTRL_VS_L_MAJOR_MAC_UP,GSE12392_CD8A_POS_VS_NEG_SPLEEN_IFNB_KO_DC_UP,GSE15659_NAIVE_CD4_TCELL_VS_ACTIVATED_TREG_UP
2552,GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_AT_DX_UP,GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA2_STIM_CD8_TCELL_UP,GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_UP
2553,GSE2706_2H_VS_8H_R848_AND_LPS_STIM_DC_UP,GSE17721_LPS_VS_PAM3CSK4_8H_BMDC_UP,GSE23321_CD8_STEM_CELL_MEMORY_VS_CENTRAL_MEMORY_CD8_TCELL_UP
2554,GSE14308_TH1_VS_NAIVE_CD4_TCELL_UP,GO_MATING,GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_UP
2555,GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_UP,GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_UP,GSE17812_WT_VS_THPOK_KO_MEMORY_CD8_TCELL_UP
2556,GSE15330_WT_VS_IKAROS_KO_LYMPHOID_MULTIPOTENT_PROGENITOR_UP,GSE45365_WT_VS_IFNAR_KO_BCELL_UP,GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_BCELL_UP
2557,GSE17721_0.5H_VS_24H_POLYIC_BMDC_UP,GO_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION,GSE3982_BCELL_VS_NKCELL_UP
2558,GSE15330_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_VS_PRO_BCELL_UP,GSE24972_MARGINAL_ZONE_BCELL_VS_FOLLICULAR_BCELL_IRF8_KO_UP,GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_24H_UP
2559,GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA2_STIM_CD8_TCELL_UP,GSE3982_MAST_CELL_VS_EFF_MEMORY_CD4_TCELL_UP,GO_LIPID_PHOSPHORYLATION
2560,GSE40273_EOS_KO_VS_WT_TREG_UP,GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_6H_UP,GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_UP
2561,GSE5455_EX_VIVO_VS_POST_24H_INCUBATION_MONOCYTES_FROM_TUMOR_BEARING_MOUSE_UP,GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP,GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_STAT3_KO_CD4_TCELL_UP
2562,GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_UP,GO_RESPONSE_TO_ZINC_ION,GSE22886_IL2_VS_IL15_STIM_NKCELL_UP
2563,GSE22282_HYPOXIA_VS_NORMOXIA_MYELOID_DC_UP,GSE2770_UNTREATED_VS_ACT_CD4_TCELL_6H_UP,GO_NATURAL_KILLER_CELL_ACTIVATION
2564,GSE17301_IFNA2_VS_IFNA2_AND_ACD3_ACD28_STIM_CD8_TCELL_UP,GSE557_CIITA_KO_VS_I_AB_KO_DC_UP,GO_MALE_MEIOSIS
2565,GO_PURINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_UP,GSE24492_LYVE_NEG_VS_POS_MACROPHAGE_UP
2566,GSE9878_CTRL_VS_EBF_TRANSDUCED_PAX5_KO_PRO_BCELL_UP,GO_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,GO_BLASTOCYST_DEVELOPMENT
2567,GSE28726_ACT_CD4_TCELL_VS_ACT_VA24NEG_NKTCELL_UP,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,GSE17301_IFNA2_VS_IFNA2_AND_ACD3_ACD28_STIM_CD8_TCELL_UP
2568,GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_A3R_INH_AND_TCELL_MEMBRANES_ACT_MAST_CELL_UP,GO_B_CELL_DIFFERENTIATION,GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_UP
2569,GSE5142_CTRL_VS_HTERT_TRANSDUCED_CD8_TCELL_EARLY_PASSAGE_CLONE_UP,GSE3982_BASOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP,GSE27786_CD8_TCELL_VS_MONO_MAC_UP
2570,GSE42088_UNINF_VS_LEISHMANIA_INF_DC_24H_UP,GSE3039_CD4_TCELL_VS_B2_BCELL_UP,GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_IMMATURE_NEURON_CELL_LINE_UP
2571,GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_UP,GSE20727_CTRL_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_UP,GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_UP
2572,GSE21546_ELK1_KO_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_UP,GSE17721_4H_VS_24H_POLYIC_BMDC_UP,GSE24726_WT_VS_E2_2_KO_PDC_DAY6_POST_DELETION_UP
2573,GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_2H_UP,GSE14000_4H_VS_16H_LPS_DC_TRANSLATED_RNA_UP,GSE22886_NAIVE_VS_IGG_IGA_MEMORY_BCELL_UP
2574,GSE360_DC_VS_MAC_B_MALAYI_LOW_DOSE_UP,GSE19198_CTRL_VS_IL21_TREATED_TCELL_6H_UP,GSE22443_IL2_VS_IL12_TREATED_ACT_CD8_TCELL_UP
2575,GSE19198_CTRL_VS_IL21_TREATED_TCELL_6H_UP,GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_24H_UP,GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_UP
2576,GSE17974_0H_VS_4H_IN_VITRO_ACT_CD4_TCELL_UP,GSE360_CTRL_VS_T_GONDII_MAC_UP,GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MDC_UP
2577,GSE40685_NAIVE_CD4_TCELL_VS_FOXP3_KO_TREG_PRECURSOR_UP,GSE17721_12H_VS_24H_LPS_BMDC_UP,GSE369_SOCS3_KO_VS_IFNG_KO_LIVER_UP
2578,GSE12392_WT_VS_IFNB_KO_CD8A_POS_SPLEEN_DC_UP,GSE41867_MEMORY_VS_EXHAUSTED_CD8_TCELL_DAY30_LCMV_UP,GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP
2579,GSE41867_NAIVE_VS_DAY6_LCMV_EFFECTOR_CD8_TCELL_UP,GSE5589_LPS_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP,GO_HISTONE_EXCHANGE
2580,GSE17721_0.5H_VS_24H_PAM3CSK4_BMDC_UP,GSE20715_WT_VS_TLR4_KO_24H_OZONE_LUNG_UP,GSE3203_WT_VS_IFNAR1_KO_INFLUENZA_INFECTED_LN_BCELL_UP
2581,GSE46242_TH1_VS_ANERGIC_TH1_CD4_TCELL_UP,GSE360_CTRL_VS_M_TUBERCULOSIS_MAC_UP,GSE10239_NAIVE_VS_MEMORY_CD8_TCELL_UP
2582,GO_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS,GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_UP,GSE14000_UNSTIM_VS_4H_LPS_DC_UP
2583,GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_MAC_UP,GSE9650_GP33_VS_GP276_LCMV_SPECIFIC_EXHAUSTED_CD8_TCELL_UP,GSE7460_TCONV_VS_TREG_LN_UP
2584,GSE27434_WT_VS_DNMT1_KO_TREG_UP,GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_CORD_BLOOD_UP,GO_DNA_GEOMETRIC_CHANGE
2585,GSE17721_4H_VS_24H_POLYIC_BMDC_UP,GO_EXTRACELLULAR_MATRIX_DISASSEMBLY,GO_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE
2586,GO_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING,GO_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS,GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_UP
2587,GSE37416_CTRL_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_UP,GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_UP,GSE24081_CONTROLLER_VS_PROGRESSOR_HIV_SPECIFIC_CD8_TCELL_UP
2588,GSE339_CD8POS_VS_CD4CD8DN_DC_IN_CULTURE_UP,GSE29618_BCELL_VS_PDC_UP,GSE22589_HEALTHY_VS_HIV_INFECTED_DC_UP
2589,GSE339_EX_VIVO_VS_IN_CULTURE_CD4POS_DC_UP,GSE29949_CD8_NEG_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_UP,GSE22935_UNSTIM_VS_48H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP
2590,GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_UP,GO_DETOXIFICATION,GSE14000_TRANSLATED_RNA_VS_MRNA_16H_LPS_DC_UP
2591,GSE360_CTRL_VS_L_DONOVANI_MAC_UP,GO_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS,GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_UP
2592,GO_RESPONSE_TO_AMMONIUM_ION,GSE43955_1H_VS_42H_ACT_CD4_TCELL_UP,GO_ANTIMICROBIAL_HUMORAL_RESPONSE
2593,GSE17721_LPS_VS_POLYIC_1H_BMDC_UP,GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_NOD_UP,GO_NON_RECOMBINATIONAL_REPAIR
2594,GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,GSE2128_CTRL_VS_MIMETOPE_NEGATIVE_SELECTION_DP_THYMOCYTE_C57BL6_UP,GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_UP
2595,GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_400MIN_UP,GSE23505_IL6_IL1_IL23_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP,GSE360_T_GONDII_VS_M_TUBERCULOSIS_MAC_UP
